id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
SRR7217852_rgi_card_k141_2682_3_#_2816_#_3847_#_-1_#_ID=893_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.565	75	1	1032	1	100	100%
SRR13622638_rgi_card_k141_665_1_#_1_#_1023_#_1_#_ID=378_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.544	76	1	1023	1	100	100%
SRR4305499_rgi_card_k119_3803_1_#_3_#_1010_#_1_#_ID=1206_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.397	77	1	1008	1	100	100%
SRR5575367_rgi_card_k141_991_1_#_3_#_1001_#_-1_#_ID=410_1;partial=10;start_type=ATG;rbs_motif=TACAA;rbs_spacer=13bp;gc_cont=0.315	78	1	999	1	100	100%
SRR4305425_rgi_card_k119_13740_1_#_2_#_979_#_-1_#_ID=3446_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.397	79	1	978	1	100	100%
SRR8942416_rgi_card_k119_4850_3_#_2355_#_3266_#_-1_#_ID=2373_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.342	80	1	912	1	100	100%
SRR4305488_rgi_card_k119_577_1_#_186_#_1091_#_1_#_ID=82_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.656	81	2	906	1	100	100%
SRR7716241_rgi_card_k141_4755_14_#_9132_#_10037_#_-1_#_ID=2042_14;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.657	81	2	906	0	100.00%	100%
SRR1779153_rgi_card_k141_775_3_#_1532_#_2431_#_-1_#_ID=316_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.368	82	9	900	1	100	100%
SRR1779154_rgi_card_k141_2946_3_#_1532_#_2431_#_-1_#_ID=1196_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.368	82	9	900	0	100.00%	100%
SRR5575364_rgi_card_k141_4566_5_#_3861_#_4760_#_1_#_ID=1254_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.369	82	9	900	0	100.00%	100%
SRR5575365_rgi_card_k141_1228_3_#_1532_#_2431_#_-1_#_ID=189_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.368	82	9	900	0	100.00%	100%
SRR5575421_rgi_card_k141_536_3_#_1392_#_2291_#_-1_#_ID=203_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.368	82	9	900	0	100.00%	100%
SRR7217525_rgi_card_k141_95_3_#_2411_#_3310_#_1_#_ID=33_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.369	82	9	900	0	100.00%	100%
SRR7280833_rgi_card_k119_6801_2_#_2081_#_2980_#_1_#_ID=2337_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.369	82	9	900	0	100.00%	100%
SRR7280907_rgi_card_k119_3273_1_#_96_#_995_#_1_#_ID=1649_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.369	82	9	900	0	100.00%	100%
SRR7716249_rgi_card_k141_12114_3_#_2359_#_3258_#_1_#_ID=4552_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.369	82	9	900	0	100.00%	100%
SRR13622741_rgi_card_k141_6431_1_#_1_#_891_#_-1_#_ID=2559_1;partial=10;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.396	83	1	891	1	100	100%
SRR4305222_rgi_card_k119_24735_61_#_38523_#_39398_#_-1_#_ID=5985_61;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.549	84	2	876	1	100	100%
SRR4408200_rgi_card_k119_3946_5_#_2384_#_3259_#_1_#_ID=864_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.549	84	2	876	0	99.89%	100%
SRR4408164_rgi_card_k119_12753_1_#_119_#_994_#_1_#_ID=4651_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.605	85	1	876	1	100	100%
SRR13622718_rgi_card_k141_17777_22_#_17680_#_18540_#_-1_#_ID=6794_22;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.489	86	30	861	1	100	100%
SRR4305088_rgi_card_k119_3997_1_#_37_#_897_#_-1_#_ID=1053_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.489	86	30	861	0	100.00%	100%
SRR4305187_rgi_card_k119_2461_9_#_5138_#_5998_#_-1_#_ID=1101_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.492	86	30	861	0	99.42%	100%
SRR4305222_rgi_card_k119_24735_80_#_58282_#_59142_#_1_#_ID=5985_80;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR4305316_rgi_card_k119_7253_4_#_4893_#_5753_#_1_#_ID=2017_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.492	86	30	861	0	99.77%	100%
SRR4408055_rgi_card_k119_16325_36_#_37091_#_37951_#_1_#_ID=5794_36;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR4408072_rgi_card_k119_7735_30_#_23394_#_24254_#_1_#_ID=1572_30;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR4408073_rgi_card_k119_2539_2_#_654_#_1514_#_-1_#_ID=947_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.489	86	30	861	0	100.00%	100%
SRR4408082_rgi_card_k119_9547_18_#_14307_#_15167_#_1_#_ID=3028_18;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR4408171_rgi_card_k119_7052_4_#_4061_#_4921_#_1_#_ID=2375_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.492	86	30	861	0	99.77%	100%
SRR5575363_rgi_card_k141_3576_11_#_7018_#_7878_#_-1_#_ID=1130_11;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.489	86	30	861	0	100.00%	100%
SRR5575426_rgi_card_k141_1806_15_#_9496_#_10356_#_-1_#_ID=979_15;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.488	86	30	861	0	99.88%	100%
SRR7217571_rgi_card_k141_7015_78_#_73364_#_74224_#_-1_#_ID=1716_78;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.489	86	30	861	0	100.00%	100%
SRR7217686_rgi_card_k141_1548_6_#_5666_#_6526_#_1_#_ID=302_6;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.494	86	30	861	0	99.65%	100%
SRR7217687_rgi_card_k141_5134_2_#_631_#_1491_#_-1_#_ID=2175_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.489	86	30	861	0	100.00%	100%
SRR7217690_rgi_card_k141_1434_14_#_13013_#_13873_#_1_#_ID=499_14;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR7217700_rgi_card_k141_6061_14_#_13043_#_13903_#_1_#_ID=2305_14;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR7217702_rgi_card_k141_5218_9_#_9397_#_10257_#_1_#_ID=2339_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR7217795_rgi_card_k141_24914_8_#_8502_#_9362_#_1_#_ID=6919_8;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR7217867_rgi_card_k141_9280_13_#_11832_#_12692_#_1_#_ID=2465_13;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR7217875_rgi_card_k141_11815_8_#_7165_#_8025_#_1_#_ID=2983_8;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.494	86	30	861	0	99.65%	100%
SRR7281045_rgi_card_k119_7023_2_#_635_#_1495_#_1_#_ID=2641_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR7716237_rgi_card_k141_2749_16_#_12398_#_13258_#_1_#_ID=1039_16;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR7716239_rgi_card_k141_4043_10_#_9537_#_10397_#_1_#_ID=1615_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.494	86	30	861	0	99.65%	100%
SRR7716242_rgi_card_k141_9373_16_#_12398_#_13258_#_1_#_ID=3480_16;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR7716249_rgi_card_k141_23172_16_#_12398_#_13258_#_1_#_ID=8225_16;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR8942384_rgi_card_k119_512_11_#_7065_#_7925_#_-1_#_ID=190_11;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.489	86	30	861	0	100.00%	100%
SRR8942416_rgi_card_k119_2610_2_#_570_#_1430_#_1_#_ID=1249_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR8942422_rgi_card_k119_829_2_#_347_#_1207_#_1_#_ID=369_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	86	30	861	0	100.00%	100%
SRR9865797_rgi_card_k141_6382_5_#_1923_#_2783_#_-1_#_ID=1823_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.489	86	30	861	0	100.00%	100%
SRR4305031_rgi_card_k119_27431_4_#_2542_#_3402_#_-1_#_ID=4563_4;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.630	87	8	861	1	100	100%
SRR4305451_rgi_card_k119_12497_1_#_22_#_882_#_1_#_ID=3410_1;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.630	87	8	861	0	99.30%	100%
SRR4408125_rgi_card_k119_6396_3_#_1566_#_2426_#_1_#_ID=2431_3;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.628	87	8	861	0	99.42%	100%
SRR7217801_rgi_card_k141_9957_2_#_305_#_1165_#_-1_#_ID=3333_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.630	87	8	861	0	99.54%	100%
SRR7217802_rgi_card_k141_5949_5_#_3404_#_4264_#_-1_#_ID=2833_5;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.630	87	8	861	0	99.65%	100%
SRR7217880_rgi_card_k141_20449_12_#_11666_#_12526_#_1_#_ID=7458_12;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.628	87	8	861	0	99.07%	100%
SRR7217883_rgi_card_k141_5922_2_#_406_#_1266_#_1_#_ID=2392_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.628	87	8	861	0	99.07%	100%
SRR9865417_rgi_card_k141_4492_5_#_3404_#_4264_#_-1_#_ID=2098_5;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.630	87	8	861	0	99.65%	100%
SRR4408250_rgi_card_k119_17933_2_#_248_#_1108_#_-1_#_ID=5018_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.646	88	2	861	1	100	100%
SRR13622642_rgi_card_k141_13134_3_#_1960_#_2811_#_-1_#_ID=5543_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	88	2	852	0	99.30%	98%
SRR7281010_rgi_card_k119_15604_3_#_1087_#_1947_#_1_#_ID=3359_3;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.630	89	2	861	1	100	100%
SRR9865826_rgi_card_k141_4069_5_#_5794_#_6654_#_1_#_ID=807_5;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.628	89	2	861	0	99.30%	100%
SRR7217670_rgi_card_k141_9806_3_#_1410_#_2267_#_-1_#_ID=3085_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.562	90	1	858	1	100	100%
SRR4305075_rgi_card_k119_21959_16_#_13556_#_14401_#_1_#_ID=5406_16;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.279	91	1	846	1	100	100%
SRR5575364_rgi_card_k141_6469_2_#_551_#_1396_#_-1_#_ID=1816_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.277	92	1	846	1	100	100%
SRR5575421_rgi_card_k141_3162_7_#_5879_#_6724_#_-1_#_ID=1151_7;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.265	93	3	846	1	100	100%
SRR5575620_rgi_card_k141_1557_1_#_120_#_965_#_-1_#_ID=646_1;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.265	93	3	846	0	100.00%	100%
SRR7281074_rgi_card_k119_5642_1_#_76_#_921_#_-1_#_ID=1677_1;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.264	93	3	846	0	99.65%	100%
SRR13622718_rgi_card_k141_17777_5_#_3348_#_4187_#_1_#_ID=6794_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.617	94	9	840	1	100	100%
SRR4305360_rgi_card_k119_10641_74_#_69508_#_70347_#_-1_#_ID=2429_74;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.617	94	9	840	0	100.00%	100%
SRR4305488_rgi_card_k119_577_9_#_6402_#_7241_#_-1_#_ID=82_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.617	94	9	840	0	100.00%	100%
SRR4408123_rgi_card_k119_8314_8_#_4540_#_5379_#_1_#_ID=2071_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.617	94	9	840	0	100.00%	100%
SRR5575420_rgi_card_k141_359_63_#_51836_#_52675_#_1_#_ID=156_63;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.617	94	9	840	0	100.00%	100%
SRR7217728_rgi_card_k141_23758_3_#_1116_#_1955_#_1_#_ID=8441_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.617	94	9	840	0	100.00%	100%
SRR7281064_rgi_card_k119_3342_5_#_2180_#_3019_#_1_#_ID=1690_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.617	94	9	840	0	100.00%	100%
SRR7716239_rgi_card_k141_3177_3_#_755_#_1594_#_1_#_ID=1273_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.615	94	9	840	0	99.88%	100%
SRR7716241_rgi_card_k141_4755_6_#_2982_#_3821_#_1_#_ID=2042_6;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.617	94	9	840	0	100.00%	100%
SRR4305074_rgi_card_k119_6462_1_#_128_#_964_#_-1_#_ID=1183_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559	95	11	837	1	100	100%
SRR4408073_rgi_card_k119_239_6_#_4362_#_5198_#_1_#_ID=80_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559	95	11	837	0	100.00%	100%
SRR4408082_rgi_card_k119_9547_24_#_18370_#_19206_#_1_#_ID=3028_24;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.558	95	11	837	0	99.88%	100%
SRR4408164_rgi_card_k119_13938_3_#_1650_#_2486_#_1_#_ID=5017_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559	95	11	837	0	100.00%	100%
SRR5575360_rgi_card_k141_5248_22_#_18924_#_19760_#_1_#_ID=2242_22;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559	95	11	837	0	100.00%	100%
SRR5575426_rgi_card_k141_1806_9_#_5478_#_6314_#_-1_#_ID=979_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.557	95	11	837	0	99.76%	100%
SRR7217585_rgi_card_k141_7322_6_#_4186_#_5022_#_-1_#_ID=2627_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559	95	11	837	0	100.00%	100%
SRR7281064_rgi_card_k119_4720_1_#_126_#_962_#_-1_#_ID=2403_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.558	95	11	837	0	99.88%	100%
SRR7716241_rgi_card_k141_4090_4_#_2302_#_3138_#_1_#_ID=1765_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.558	95	11	837	0	99.88%	100%
SRR7716242_rgi_card_k141_947_18_#_13928_#_14764_#_-1_#_ID=353_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559	95	11	837	0	100.00%	100%
SRR8942422_rgi_card_k119_327_7_#_3988_#_4824_#_-1_#_ID=132_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.558	95	11	837	0	99.88%	100%
SRR4305074_rgi_card_k119_6462_3_#_1828_#_2643_#_-1_#_ID=1183_3;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.608	96	9	816	1	100	100%
SRR4408073_rgi_card_k119_239_4_#_2683_#_3498_#_1_#_ID=80_4;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.607	96	9	816	0	100.00%	100%
SRR4408082_rgi_card_k119_9547_22_#_16691_#_17506_#_1_#_ID=3028_22;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.608	96	9	816	0	99.63%	100%
SRR5575426_rgi_card_k141_1806_11_#_7178_#_7993_#_-1_#_ID=979_11;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.609	96	9	816	0	99.63%	100%
SRR7281064_rgi_card_k119_4720_3_#_1826_#_2641_#_-1_#_ID=2403_3;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.609	96	9	816	0	99.88%	100%
SRR7716241_rgi_card_k141_4090_2_#_623_#_1438_#_1_#_ID=1765_2;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.608	96	9	816	0	99.63%	100%
SRR7716242_rgi_card_k141_947_22_#_16196_#_17011_#_-1_#_ID=353_22;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.609	96	9	816	0	99.63%	100%
SRR8942422_rgi_card_k119_327_9_#_5688_#_6503_#_-1_#_ID=132_9;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.609	96	9	816	0	99.63%	100%
SRR8942399_rgi_card_k119_12434_1_#_3_#_791_#_-1_#_ID=4594_1;partial=10;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.616	96	9	789	0	99.75%	96%
SRR7280976_rgi_card_k119_623_1_#_257_#_1072_#_-1_#_ID=319_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.438	97	1	816	1	100	100%
SRR4408072_rgi_card_k119_7735_28_#_22203_#_23006_#_1_#_ID=1572_28;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.622	98	2	804	1	100	100%
SRR4408073_rgi_card_k119_2539_4_#_1902_#_2705_#_-1_#_ID=947_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.622	98	2	804	0	100.00%	100%
SRR4408082_rgi_card_k119_9547_23_#_17567_#_18370_#_1_#_ID=3028_23;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562	99	5	804	1	100	100%
SRR5575360_rgi_card_k141_5248_21_#_18121_#_18924_#_1_#_ID=2242_21;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562	99	5	804	0	99.88%	100%
SRR5575426_rgi_card_k141_1806_10_#_6314_#_7117_#_-1_#_ID=979_10;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562	99	5	804	0	100.00%	100%
SRR7716241_rgi_card_k141_4090_3_#_1499_#_2302_#_1_#_ID=1765_3;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562	99	5	804	0	100.00%	100%
SRR8942422_rgi_card_k119_327_8_#_4824_#_5627_#_-1_#_ID=132_8;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562	99	5	804	0	100.00%	100%
SRR4305222_rgi_card_k119_24735_75_#_52516_#_53310_#_1_#_ID=5985_75;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.604	100	1	795	1	100	100%
SRR4305288_rgi_card_k119_3907_3_#_1027_#_1821_#_1_#_ID=953_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.449	101	3	795	1	100	100%
SRR7280845_rgi_card_k119_6714_5_#_2448_#_3242_#_-1_#_ID=2919_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.449	101	3	795	0	100.00%	100%
SRR7280842_rgi_card_k119_2872_1_#_3_#_740_#_-1_#_ID=1255_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.462	101	3	738	0	100.00%	92%
SRR4408123_rgi_card_k119_8314_6_#_3244_#_4035_#_1_#_ID=2071_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.530	102	4	792	1	100	100%
SRR13622718_rgi_card_k141_17777_3_#_2064_#_2843_#_1_#_ID=6794_3;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.529	102	4	780	0	100.00%	98%
SRR4305360_rgi_card_k119_10641_76_#_70852_#_71631_#_-1_#_ID=2429_76;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.531	102	4	780	0	99.74%	98%
SRR5575420_rgi_card_k141_359_61_#_50552_#_51331_#_1_#_ID=156_61;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.529	102	4	780	0	99.74%	98%
SRR4305488_rgi_card_k119_577_11_#_7788_#_8576_#_-1_#_ID=82_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.583	103	2	789	1	100	100%
SRR7716241_rgi_card_k141_4755_4_#_1647_#_2435_#_1_#_ID=2042_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.583	103	2	789	0	100.00%	100%
SRR7217852_rgi_card_k141_2682_1_#_1_#_768_#_-1_#_ID=893_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.557	104	1	768	1	100	100%
SRR4305477_rgi_card_k119_116_1_#_3_#_767_#_1_#_ID=23_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.574	105	1	765	1	100	100%
SRR7217568_rgi_card_k141_5590_1_#_3_#_767_#_-1_#_ID=1188_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.495	106	2	765	1	100	100%
SRR4305512_rgi_card_k119_1321_1_#_1_#_729_#_-1_#_ID=320_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490	106	2	729	0	99.73%	95%
SRR7217777_rgi_card_k141_237_1_#_2_#_766_#_1_#_ID=57_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.571	107	1	765	1	100	100%
SRR7280845_rgi_card_k119_6714_7_#_3874_#_4638_#_-1_#_ID=2919_7;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.367	108	1	765	1	100	100%
SRR4305189_rgi_card_k119_13542_1_#_1_#_759_#_1_#_ID=2916_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.501	109	1	759	1	100	100%
SRR4305327_rgi_card_k119_4158_1_#_3_#_755_#_1_#_ID=872_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.606	110	1	753	1	100	100%
SRR4408278_rgi_card_k119_22561_1_#_1_#_750_#_1_#_ID=6904_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.575	111	1	750	1	100	100%
SRR13622638_rgi_card_k141_7327_4_#_1654_#_2391_#_-1_#_ID=4337_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.333	112	10	738	1	100	100%
SRR13622713_rgi_card_k141_16442_8_#_3797_#_4534_#_-1_#_ID=5965_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	112	10	738	0	100.00%	100%
SRR13622824_rgi_card_k141_11379_5_#_3729_#_4466_#_1_#_ID=4885_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.332	112	10	738	0	100.00%	100%
